sid,qid,block,query,뉴스 식별자,일자,언론사,사건/사고 분류1,year,label,ev_date,ev_place,ev_object,event_id
S02159,Q29,비CBRN,공항 폭발물 신고,1100401.202406141,20240614,동아일보,,2024,EVENT,20240614,인천국제공항,폭발물 협박 이메일,318.0
S02160,Q02,산업,암모니아 누출 사고,5520352.202310271,20231027,당진시대,사고>산업사고>화재,2023,INST,,,,
S02161,Q14,안보,탄저균 테러,8100401.202503131,20250313,YTN,,2025,INST,,,,
S02162,Q02,산업,암모니아 누출 사고,7100502.202409041,20240904,환경일보,사고>산업사고>폭발,2024,INST,,,,
S02163,Q03,산업,염소 가스 누출,1100611.202506091,20250609,서울신문,사고>스포츠사고,2025,EVENT,20250609,남양주시 진건읍,차아염소산나트륨,429.0
S02164,Q25,비CBRN,차량 돌진 테러,2100201.202403111,20240311,머니투데이,범죄>범죄일반>방화,2024,EVENT,20240311,중국 베이징,차량 돌진,290.0
S02165,Q14,안보,탄저균 테러,7101201.20231119,20231119,디지털타임스,범죄>범죄일반>마약,2023,EVENT,20231118,미국,펜타닐 의심 우편물,247.0
S02166,Q23,비CBRN,드론 공격,2100851.20211101,20211101,아주경제,,2021,OTHER,,,,
S02167,Q29,비CBRN,공항 폭발물 신고,1100751.202405291,20240529,아시아투데이,,2024,IRRELEVANT,,,,
S02168,Q12,안보,사린가스 공격,1101101.20250215,20250215,한국일보,사고>스포츠사고,2025,IRRELEVANT,,,,
S02169,Q21,비CBRN,폭발물 테러,4101008.202304261,20230426,이데일리,,2023,INST,,,,
S02170,Q09,산업,유독가스 누출 대피,4102008.202606011,20260601,쿠키뉴스,사고>산업사고>화재,2026,EVENT,20260601,청주시,불소 유독가스,630.0
S02171,Q05,산업,화학공장 폭발,1100611.202509021,20250902,서울신문,사고>산업사고>폭발,2025,IRRELEVANT,,,,
S02172,Q13,안보,생물테러,1100701.202204241,20220424,세계일보,,2022,INST,,,,
S02173,Q09,산업,유독가스 누출 대피,2100351.20240123,20240123,이투데이,사고>산업사고>화재,2024,EVENT,20240122,서천군 서천읍,화재,264.0
S02174,Q06,산업,유해화학물질 유출,2100401.202211151,20221115,메트로경제,사고>산업사고>폭발,2022,INST,,,,
S02175,Q22,비CBRN,사제폭탄,4100078.20221114,20221114,뉴스핌,사고>산업사고>붕괴,2022,INST,,,,
S02176,Q03,산업,염소 가스 누출,1400501.202403191,20240319,중부일보,,2024,OTHER,,,,
S02177,Q01,산업,불산 누출,2100501.202511051,20251105,파이낸셜뉴스,,2025,EVENT,20251105,포항시 남구,유해가스,513.0
S02178,Q26,비CBRN,폭발물 협박,1100801.202509161,20250916,조선일보,,2025,EVENT,20250916,수원시 권선구,폭파 허위신고,489.0
S02179,Q07,산업,톨루엔 누출,4100058.202510151,20251015,노컷뉴스,사고>산업사고>화재,2025,INST,,,,
S02180,Q04,산업,황산 유출 사고,7101201.202607091,20260709,디지털타임스,사고>산업사고>화재,2026,EVENT,20260709,봉화군 석포면,화재,638.0
S02181,Q01,산업,불산 누출,1500201.2022033,20220330,경북일보,,2022,INST,,,,
S02182,Q07,산업,톨루엔 누출,1501301.202409292,20240929,울산신문,사고>산업사고>화재,2024,EVENT,20240927,울주군 온산읍,유해물질 연기,367.0
S02183,Q27,비CBRN,테러 예고 글,2100501.202508101,20250810,파이낸셜뉴스,범죄>범죄일반>살인,2025,OTHER,,,,
S02184,Q24,비CBRN,총기 난사,2100801.202206021,20220602,아시아경제,,2022,EVENT,20220601,미국 오클라호마 털사,총기난사,55.0
S02185,Q30,비CBRN,원전 방사선 피폭,1100701.202202031,20220203,세계일보,사고>산업사고>폭발,2022,OTHER,,,,
S02186,Q29,비CBRN,공항 폭발물 신고,1100201.20250813,20250813,국민일보,사회>사회갈등>테러행위,2025,OTHER,,,,
S02187,Q19,안보,노비촉,1100401.202211241,20221124,동아일보,사회>사회갈등>전쟁,2022,IRRELEVANT,,,,
S02188,Q28,비CBRN,다중이용시설 테러,1100701.202408211,20240821,세계일보,,2024,INST,,,,
S02189,Q30,비CBRN,원전 방사선 피폭,1500701.202510301,20251030,부산일보,사고>산업사고>원자력사고,2025,OTHER,,,,
S02190,Q01,산업,불산 누출,4100078.202201111,20220111,뉴스핌,,2022,INST,,,,
S02191,Q19,안보,노비촉,8200101.202203072,20220307,OBS,사고>산업사고>화재,2022,OTHER,,,,
S02192,Q27,비CBRN,테러 예고 글,2100311.20260327,20260327,서울경제,사회>사회갈등>전쟁,2026,IRRELEVANT,,,,
S02193,Q12,안보,사린가스 공격,1101001.202406081,20240608,한겨레,,2024,IRRELEVANT,,,,
S02194,Q02,산업,암모니아 누출 사고,4100608.202607151,20260715,브레이크뉴스,재해>자연재해>태풍,2026,INST,,,,
S02195,Q12,안보,사린가스 공격,1100401.20220416,20220416,동아일보,범죄>성범죄>성폭행,2022,OTHER,,,,
S02196,Q21,비CBRN,폭발물 테러,1100701.202511151,20251115,세계일보,범죄>범죄일반>방화,2025,EVENT,20251114,인도 스리나가르,폭발물,525.0
S02197,Q11,안보,화학무기 사용,1100201.202304181,20230418,국민일보,,2023,IRRELEVANT,,,,
S02198,Q13,안보,생물테러,1601001.202211171,20221117,전북도민일보,,2022,INST,,,,
S02199,Q25,비CBRN,차량 돌진 테러,1100501.202502141,20250214,문화일보,범죄>범죄일반>방화,2025,EVENT,20250213,독일 뮌헨,차량 돌진,401.0
S02200,Q10,산업,화학사고 대응,1400801.202606091,20260609,금강일보,사고>산업사고>화재,2026,INST,,,,
S02201,Q26,비CBRN,폭발물 협박,1200301.202509291,20250929,기호일보,사고>산업사고>화재,2025,OTHER,,,,
S02202,Q27,비CBRN,테러 예고 글,2100351.202208071,20220807,이투데이,,2022,EVENT,20220807,,암살 예고 글,66.0
S02203,Q17,안보,더티밤,2100601.202210241,20221024,한국경제,사회>사회갈등>전쟁,2022,OTHER,,,,
S02204,Q05,산업,화학공장 폭발,1600801.202202181,20220218,전남일보,사고>산업사고>폭발,2022,EVENT,20220211,여수시 화치동,폭발,13.0
S02205,Q01,산업,불산 누출,2100351.202511211,20251121,이투데이,,2025,EVENT,20251105,포항시 남구,유해물질 누출,522.0
S02206,Q22,비CBRN,사제폭탄,1101101.202406182,20240618,한국일보,,2024,IRRELEVANT,,,,
S02207,Q09,산업,유독가스 누출 대피,4101008.20240123,20240123,이데일리,사고>산업사고>화재,2024,EVENT,20240122,서천군 서천읍,화재,264.0
S02208,Q22,비CBRN,사제폭탄,1100611.202509021,20250902,서울신문,사고>산업사고>폭발,2025,OTHER,,,,
S02209,Q13,안보,생물테러,1400801.202608041,20260804,금강일보,,2026,INST,,,,
S02210,Q05,산업,화학공장 폭발,1501301.202407102,20240710,울산신문,사고>산업사고>폭발,2024,INST,,,,
S02211,Q04,산업,황산 유출 사고,8100401.20260122,20260122,YTN,,2026,EVENT,20260121,제주시 용담동,황산,563.0
S02212,Q30,비CBRN,원전 방사선 피폭,4100058.202210051,20221005,노컷뉴스,,2022,OTHER,,,,
S02213,Q06,산업,유해화학물질 유출,5202752.202110271,20211027,평택시민신문,사고>산업사고>폭발,2021,INST,,,,
S02214,Q30,비CBRN,원전 방사선 피폭,8100401.202307081,20230708,YTN,사회>사회갈등>시위,2023,OTHER,,,,
S02215,Q07,산업,톨루엔 누출,1500601.202308011,20230801,매일신문,사고>산업사고>폭발,2023,EVENT,20230713,대구 서구,황산,159.0
S02216,Q05,산업,화학공장 폭발,1100611.20220215,20220215,서울신문,사고>산업사고>붕괴,2022,OTHER,,,,
S02217,Q24,비CBRN,총기 난사,1100801.202303281,20230328,조선일보,범죄>범죄일반>살인,2023,OTHER,,,,
S02218,Q17,안보,더티밤,4100078.20211018,20211018,뉴스핌,,2021,IRRELEVANT,,,,
S02219,Q11,안보,화학무기 사용,2100601.202204041,20220404,한국경제,,2022,IRRELEVANT,,,,
S02220,Q20,안보,북한 생화학무기,2100311.20240811,20240811,서울경제,사회>사회갈등>전쟁,2024,IRRELEVANT,,,,
S02221,Q29,비CBRN,공항 폭발물 신고,8100201.202402191,20240219,MBC,,2024,EVENT,20240219,광주광역시,폭발물 의심 우편물,289.0
S02222,Q15,안보,북한 핵실험,1400601.202211151,20221115,충청일보,,2022,IRRELEVANT,,,,
S02223,Q16,안보,방사능 유출,1100611.202305141,20230514,서울신문,재해>자연재해>지진,2023,INST,,,,
S02224,Q06,산업,유해화학물질 유출,10100101.202509193,20250919,스포츠서울,사고>교통사고>해상사고,2025,INST,,,,
S02225,Q29,비CBRN,공항 폭발물 신고,1100901.20211106,20211106,중앙일보,사고>산업사고>폭발,2021,OTHER,,,,
S02226,Q26,비CBRN,폭발물 협박,8100301.202204072,20220407,SBS,사회>사회갈등>전쟁,2022,IRRELEVANT,,,,
S02227,Q23,비CBRN,드론 공격,1100101.202302062,20230206,경향신문,,2023,OTHER,,,,
S02228,Q06,산업,유해화학물질 유출,4100608.202503061,20250306,브레이크뉴스,범죄>범죄일반>방화,2025,INST,,,,
S02229,Q14,안보,탄저균 테러,1600201.202111212,20211121,광주매일신문,,2021,INST,,,,
S02230,Q25,비CBRN,차량 돌진 테러,2100101.202501031,20250103,매일경제,범죄>범죄일반>방화,2025,EVENT,20250101,미국 라스베이거스,차량 폭발,389.0
S02231,Q15,안보,북한 핵실험,1100201.20220123,20220123,국민일보,사회>사회갈등>시위,2022,OTHER,,,,
S02232,Q04,산업,황산 유출 사고,2100701.202307131,20230713,헤럴드경제,,2023,EVENT,20230713,대구 서구 비산동,황산,158.0
S02233,Q22,비CBRN,사제폭탄,6101302.202110171,20211017,한겨레21,범죄>범죄일반>방화,2021,REF,,,,
S02234,Q06,산업,유해화학물질 유출,4100078.20240908,20240908,뉴스핌,사고>산업사고>화재,2024,INST,,,,
S02235,Q10,산업,화학사고 대응,1600451.202511241,20251124,남도일보,,2025,INST,,,,
S02236,Q29,비CBRN,공항 폭발물 신고,8100101.20231023,20231023,KBS,범죄>범죄일반>절도,2023,EVENT,20231023,프랑스 베르사유,테러 신고,237.0
S02237,Q20,안보,북한 생화학무기,8100401.202212271,20221227,YTN,사회>사회갈등>테러행위,2022,OTHER,,,,
S02238,Q25,비CBRN,차량 돌진 테러,1600801.202607251,20260725,전남일보,사고>산업사고>폭발,2026,EVENT,20260724,파키스탄 카이베르파크툰크와주,차량폭탄,642.0
S02239,Q05,산업,화학공장 폭발,2100311.202201191,20220119,서울경제,사고>산업사고>붕괴,2022,INST,,,,
S02240,Q10,산업,화학사고 대응,4101008.202208021,20220802,이데일리,재해>자연재해>해일,2022,IRRELEVANT,,,,
S02241,Q29,비CBRN,공항 폭발물 신고,2100701.20250719,20250719,헤럴드경제,,2025,EVENT,20250715,미국 포트로더데일,폭탄 허위신고,446.0
S02242,Q05,산업,화학공장 폭발,1620001.202202131,20220213,광남일보,사고>산업사고>폭발,2022,EVENT,20220211,여수시 화치동,폭발,13.0
S02243,Q22,비CBRN,사제폭탄,2100801.2024063,20240630,아시아경제,범죄>범죄일반>유괴/납치,2024,REF,,,,
S02244,Q19,안보,노비촉,1100611.202203261,20220326,서울신문,,2022,OTHER,,,,
S02245,Q20,안보,북한 생화학무기,1100401.202209182,20220918,동아일보,,2022,INST,,,,
S02246,Q20,안보,북한 생화학무기,8100401.202208251,20220825,YTN,,2022,OTHER,,,,
S02247,Q26,비CBRN,폭발물 협박,2100501.202507141,20250714,파이낸셜뉴스,범죄>범죄일반>유괴/납치,2025,OTHER,,,,
S02248,Q24,비CBRN,총기 난사,2100601.202306021,20230602,한국경제,범죄>범죄일반>마약,2023,OTHER,,,,
S02249,Q27,비CBRN,테러 예고 글,1100501.202401301,20240130,문화일보,범죄>범죄일반>폭행,2024,EVENT,20240130,,살인 예고 글,267.0
S02250,Q07,산업,톨루엔 누출,1200401.202302231,20230223,인천일보,사고>산업사고>폭발,2023,INST,,,,
S02251,Q03,산업,염소 가스 누출,8100301.202407072,20240707,SBS,사고>산업사고>화재,2024,OTHER,,,,
S02252,Q22,비CBRN,사제폭탄,1100201.202211141,20221114,국민일보,사고>산업사고>화재,2022,INST,,,,
S02253,Q09,산업,유독가스 누출 대피,1100701.202509091,20250909,세계일보,,2025,EVENT,20250909,인천 미추홀구 도화동,유독가스,485.0
S02254,Q17,안보,더티밤,1101101.202307052,20230705,한국일보,사고>산업사고>폭발,2023,EVENT,20230704,우크라이나 자포리자,원전 전력선 단절,155.0
S02255,Q10,산업,화학사고 대응,1500201.202512171,20251217,경북일보,사고>산업사고>화재,2025,OTHER,,,,
S02256,Q30,비CBRN,원전 방사선 피폭,4100058.20231202,20231202,노컷뉴스,,2023,INST,,,,
S02257,Q20,안보,북한 생화학무기,8100401.202406072,20240607,YTN,범죄>범죄일반>방화,2024,OTHER,,,,
S02258,Q05,산업,화학공장 폭발,4101008.2025123,20251230,이데일리,범죄>범죄일반>마약,2025,IRRELEVANT,,,,
S02259,Q17,안보,더티밤,1100701.202608111,20260811,세계일보,,2026,OTHER,,,,
S02260,Q14,안보,탄저균 테러,1100201.20230724,20230724,국민일보,,2023,OTHER,,,,
S02261,Q23,비CBRN,드론 공격,1100301.202212221,20221222,내일신문,,2022,IRRELEVANT,,,,
S02262,Q26,비CBRN,폭발물 협박,2100101.202601081,20260108,매일경제,,2026,EVENT,20260106,청주시,폭발물 협박 글,560.0
S02263,Q08,산업,질산 누출,1100801.202309091,20230909,조선일보,,2023,EVENT,20230909,군산시 소룡동,질산,219.0
S02264,Q30,비CBRN,원전 방사선 피폭,2100801.202204011,20220401,아시아경제,사고>산업사고>폭발,2022,OTHER,,,,
S02265,Q30,비CBRN,원전 방사선 피폭,4100608.20230625,20230625,브레이크뉴스,사고>산업사고>화재,2023,OTHER,,,,
S02266,Q16,안보,방사능 유출,10100101.202307172,20230717,스포츠서울,사고>산업사고>원자력사고,2023,OTHER,,,,
S02267,Q13,안보,생물테러,1500701.202405131,20240513,부산일보,,2024,INST,,,,
S02268,Q13,안보,생물테러,4100158.202509271,20250927,데일리안,사고>산업사고>화재,2025,IRRELEVANT,,,,
S02269,Q18,안보,백색가루 신고,1100201.202206121,20220612,국민일보,,2022,EVENT,20220612,대구 수성구,백색가루,57.0
S02270,Q30,비CBRN,원전 방사선 피폭,4100058.202401251,20240125,노컷뉴스,,2024,INST,,,,
S02271,Q28,비CBRN,다중이용시설 테러,2100701.202312231,20231223,헤럴드경제,사고>산업사고>화재,2023,INST,,,,
S02272,Q25,비CBRN,차량 돌진 테러,1100401.202412231,20241223,동아일보,,2024,REF,,,,
S02273,Q30,비CBRN,원전 방사선 피폭,4104008.202501192,20250119,프레시안,범죄>범죄일반>폭행,2025,OTHER,,,,
S02274,Q26,비CBRN,폭발물 협박,4100158.202308041,20230804,데일리안,범죄>범죄일반>방화,2023,OTHER,,,,
S02275,Q17,안보,더티밤,8100401.20241009,20241009,YTN,,2024,OTHER,,,,
S02276,Q15,안보,북한 핵실험,1100501.202210181,20221018,문화일보,사고>산업사고>폭발,2022,REF,,,,
S02277,Q18,안보,백색가루 신고,1400351.202410232,20241023,중도일보,,2024,INST,,,,
S02278,Q20,안보,북한 생화학무기,1100901.20221018,20221018,중앙일보,사회>사회갈등>전쟁,2022,IRRELEVANT,,,,
S02279,Q10,산업,화학사고 대응,1601001.202512091,20251209,전북도민일보,,2025,INST,,,,
S02280,Q15,안보,북한 핵실험,1101001.202212221,20221222,한겨레,,2022,IRRELEVANT,,,,
S02281,Q09,산업,유독가스 누출 대피,8100201.202209302,20220930,MBC,사고>산업사고>폭발,2022,EVENT,20220930,화성시,폭발 화재,93.0
S02282,Q20,안보,북한 생화학무기,1100611.202301071,20230107,서울신문,범죄>범죄일반>사기,2023,IRRELEVANT,,,,
S02283,Q19,안보,노비촉,2100501.202307251,20230725,파이낸셜뉴스,,2023,INST,,,,
S02284,Q25,비CBRN,차량 돌진 테러,8100101.202305031,20230503,KBS,사고>교통사고>노상사고,2023,EVENT,20230503,영국 런던,탄약통 투척,141.0
S02285,Q09,산업,유독가스 누출 대피,1100701.20240123,20240123,세계일보,사고>산업사고>화재,2024,EVENT,20240122,서천군 서천읍,화재,264.0
S02286,Q03,산업,염소 가스 누출,1600451.202607091,20260709,남도일보,사고>산업사고>화재,2026,EVENT,20260709,순천시 덕암동,화재,640.0
S02287,Q05,산업,화학공장 폭발,4101008.202204251,20220425,이데일리,사고>산업사고>폭발,2022,OTHER,,,,
S02288,Q21,비CBRN,폭발물 테러,8100401.202603122,20260312,YTN,,2026,EVENT,20260312,이라크 바스라,유조선 폭격,579.0
S02289,Q29,비CBRN,공항 폭발물 신고,1100401.202602252,20260225,동아일보,사회>사회갈등>테러행위,2026,OTHER,,,,
S02290,Q27,비CBRN,테러 예고 글,1100701.202504021,20250402,세계일보,사회>사회갈등>시위,2025,INST,,,,
S02291,Q21,비CBRN,폭발물 테러,1200201.202509231,20250923,경인일보,사고>산업사고>폭발,2025,EVENT,20250923,수원시 영통구,폭발물 협박 메일,491.0
S02292,Q22,비CBRN,사제폭탄,8100401.202211061,20221106,YTN,사고>산업사고>폭발,2022,EVENT,20221106,필리핀 타쿠롱시,폭탄,104.0
S02293,Q11,안보,화학무기 사용,1101001.202204131,20220413,한겨레,,2022,OTHER,,,,
S02294,Q11,안보,화학무기 사용,8100401.202410011,20241001,YTN,범죄>범죄일반>절도,2024,IRRELEVANT,,,,
S02295,Q03,산업,염소 가스 누출,8100401.20240319,20240319,YTN,,2024,EVENT,20240319,의정부시 가능동,염소가스,296.0
S02296,Q19,안보,노비촉,8100401.20251205,20251205,YTN,,2025,REF,,,,
S02297,Q01,산업,불산 누출,1100401.20250225,20250225,동아일보,,2025,IRRELEVANT,,,,
S02298,Q10,산업,화학사고 대응,2100801.202111031,20211103,아시아경제,,2021,IRRELEVANT,,,,
S02299,Q23,비CBRN,드론 공격,2100101.202603011,20260301,매일경제,사고>교통사고>해상사고,2026,EVENT,20260228,이란 테헤란,공습,577.0
S02300,Q09,산업,유독가스 누출 대피,8100301.20260602,20260602,SBS,사고>산업사고>화재,2026,EVENT,20260601,청주시,불소,626.0
S02301,Q01,산업,불산 누출,1500801.202511051,20251105,영남일보,,2025,EVENT,20251105,포항시 남구,유해가스,513.0
S02302,Q18,안보,백색가루 신고,1500701.202411061,20241106,부산일보,,2024,INST,,,,
S02303,Q06,산업,유해화학물질 유출,2100601.202410252,20241025,한국경제,범죄>범죄일반>폭행,2024,REF,,,,
S02304,Q18,안보,백색가루 신고,1100201.2024073,20240730,국민일보,,2024,IRRELEVANT,,,,
S02305,Q20,안보,북한 생화학무기,4100078.20221018,20221018,뉴스핌,사회>사회갈등>전쟁,2022,IRRELEVANT,,,,
S02306,Q29,비CBRN,공항 폭발물 신고,8100401.202406141,20240614,YTN,,2024,EVENT,20240614,인천국제공항,폭발물 협박 이메일,318.0
S02307,Q14,안보,탄저균 테러,2100201.202307101,20230710,머니투데이,,2023,OTHER,,,,
S02308,Q10,산업,화학사고 대응,7100501.202203211,20220321,전자신문,,2022,INST,,,,
S02309,Q25,비CBRN,차량 돌진 테러,4100078.20241223,20241223,뉴스핌,사고>교통사고>노상사고,2024,EVENT,20241220,독일 마그데부르크,차량 돌진,384.0
S02310,Q19,안보,노비촉,4400108.202307251,20230725,헬로디디,,2023,INST,,,,
S02311,Q08,산업,질산 누출,8100101.202503102,20250310,KBS,사고>산업사고>화재,2025,IRRELEVANT,,,,
S02312,Q02,산업,암모니아 누출 사고,1200101.202511261,20251126,경기일보,,2025,EVENT,20251126,부산 서구,암모니아,532.0
S02313,Q03,산업,염소 가스 누출,1200101.20240319,20240319,경기일보,,2024,EVENT,20240319,의정부시 가능동,염소가스,296.0
S02314,Q16,안보,방사능 유출,2100201.20220309,20220309,머니투데이,범죄>기업범죄>거래제한,2022,EVENT,20220308,우크라이나 체르노빌,원전 모니터링 두절,24.0
S02315,Q16,안보,방사능 유출,1100611.202308311,20230831,서울신문,사고>산업사고>폭발,2023,OTHER,,,,
S02316,Q26,비CBRN,폭발물 협박,8100401.202508051,20250805,YTN,,2025,EVENT,20250805,서울 중구,폭발물 협박,456.0
S02317,Q22,비CBRN,사제폭탄,4100058.20220712,20220712,노컷뉴스,범죄>성범죄>성폭행,2022,OTHER,,,,
S02318,Q29,비CBRN,공항 폭발물 신고,8100101.2024022,20240220,KBS,,2024,EVENT,20240219,광주광역시,폭발물 의심 우편물,289.0
S02319,Q07,산업,톨루엔 누출,1400201.20240627,20240627,대전일보,사고>산업사고>폭발,2024,INST,,,,
S02320,Q12,안보,사린가스 공격,1100501.20260409,20260409,문화일보,사고>산업사고>폭발,2026,IRRELEVANT,,,,
S02321,Q09,산업,유독가스 누출 대피,1100611.20240123,20240123,서울신문,사고>산업사고>화재,2024,IRRELEVANT,,,,
S02322,Q07,산업,톨루엔 누출,1400301.20240329,20240329,동양일보,사고>산업사고>화재,2024,INST,,,,
S02323,Q29,비CBRN,공항 폭발물 신고,8100401.202406281,20240628,YTN,,2024,INST,,,,
S02324,Q29,비CBRN,공항 폭발물 신고,2100201.202308081,20230808,머니투데이,범죄>범죄일반>살인,2023,INST,,,,
S02325,Q19,안보,노비촉,1100901.202402212,20240221,중앙일보,,2024,OTHER,,,,
S02326,Q17,안보,더티밤,2100851.202211061,20221106,아주경제,,2022,IRRELEVANT,,,,
S02327,Q01,산업,불산 누출,1500601.202511061,20251106,매일신문,사고>산업사고>붕괴,2025,EVENT,20251105,포항시,유해화학물질 누출,518.0
S02328,Q29,비CBRN,공항 폭발물 신고,1500601.202308071,20230807,매일신문,범죄>범죄일반>살인,2023,EVENT,20230806,대구시,테러 예고글,186.0
S02329,Q12,안보,사린가스 공격,1100101.202412121,20241212,경향신문,범죄>범죄일반>방화,2024,IRRELEVANT,,,,
S02330,Q25,비CBRN,차량 돌진 테러,1101202.20230818,20230818,일요신문,사고>교통사고>노상사고,2023,REF,,,,
S02331,Q27,비CBRN,테러 예고 글,2100701.20240822,20240822,헤럴드경제,사회>사회갈등>테러행위,2024,IRRELEVANT,,,,
S02332,Q13,안보,생물테러,1100751.20241121,20241121,아시아투데이,,2024,INST,,,,
S02333,Q23,비CBRN,드론 공격,2100311.202603081,20260308,서울경제,,2026,IRRELEVANT,,,,
S02334,Q04,산업,황산 유출 사고,1100751.202307131,20230713,아시아투데이,,2023,EVENT,20230713,대구 서구,황산,159.0
S02335,Q26,비CBRN,폭발물 협박,1100751.202501241,20250124,아시아투데이,범죄>범죄일반>살인,2025,INST,,,,
S02336,Q01,산업,불산 누출,1501101.202208251,20220825,경북도민일보,,2022,IRRELEVANT,,,,
S02337,Q24,비CBRN,총기 난사,8100201.202205161,20220516,MBC,,2022,EVENT,20220514,미국 버펄로,총기난사,45.0
S02338,Q03,산업,염소 가스 누출,8100101.20220929,20220929,KBS,사고>산업사고>폭발,2022,EVENT,20220928,서울 성동구,염소가스,89.0
S02339,Q18,안보,백색가루 신고,4100058.202207041,20220704,노컷뉴스,범죄>범죄일반>마약,2022,EVENT,20220612,대구 수성구,백색가루,57.0
S02340,Q01,산업,불산 누출,2100201.202210311,20221031,머니투데이,범죄>범죄일반>방화,2022,IRRELEVANT,,,,
S02341,Q26,비CBRN,폭발물 협박,1100201.202308082,20230808,국민일보,사회>사회갈등>테러행위,2023,EVENT,20230808,서울시,폭발물 협박 이메일,197.0
S02342,Q10,산업,화학사고 대응,4100058.202412181,20241218,노컷뉴스,,2024,INST,,,,
S02343,Q09,산업,유독가스 누출 대피,1600501.202407301,20240730,무등일보,,2024,EVENT,20240729,여수시,이산화황,342.0
S02344,Q16,안보,방사능 유출,1100701.202110181,20211018,세계일보,범죄>범죄일반>절도,2021,IRRELEVANT,,,,
S02345,Q26,비CBRN,폭발물 협박,8100401.202511211,20251121,YTN,범죄>범죄일반>살인,2025,EVENT,20251121,인천시,폭발물 협박,529.0
S02346,Q06,산업,유해화학물질 유출,1400351.202404182,20240418,중도일보,사고>산업사고>폭발,2024,INST,,,,
S02347,Q05,산업,화학공장 폭발,2100311.202202101,20220210,서울경제,,2022,OTHER,,,,
S02348,Q22,비CBRN,사제폭탄,2100701.202412111,20241211,헤럴드경제,범죄>범죄일반>절도,2024,IRRELEVANT,,,,
S02349,Q14,안보,탄저균 테러,1400551.202403141,20240314,충북일보,,2024,INST,,,,
S02350,Q15,안보,북한 핵실험,2100201.202202042,20220204,머니투데이,,2022,INST,,,,
S02351,Q13,안보,생물테러,1500101.202304232,20230423,경남일보,,2023,INST,,,,
S02352,Q19,안보,노비촉,4101008.202402172,20240217,이데일리,범죄>기업범죄>횡령,2024,OTHER,,,,
S02353,Q28,비CBRN,다중이용시설 테러,1400351.202503282,20250328,중도일보,,2025,INST,,,,
S02354,Q17,안보,더티밤,1100401.202608111,20260811,동아일보,사회>사회갈등>전쟁,2026,INST,,,,
S02355,Q29,비CBRN,공항 폭발물 신고,1400101.202509042,20250904,충청타임즈,사회>사회갈등>테러행위,2025,INST,,,,
S02356,Q27,비CBRN,테러 예고 글,2100311.20230227,20230227,서울경제,범죄>범죄일반>폭행,2023,EVENT,20221107,,염산 테러 협박글,105.0
S02357,Q25,비CBRN,차량 돌진 테러,1100201.202603212,20260321,국민일보,,2026,IRRELEVANT,,,,
S02358,Q04,산업,황산 유출 사고,1101001.202202231,20220223,한겨레,범죄>기업범죄>거래제한,2022,IRRELEVANT,,,,
S02359,Q28,비CBRN,다중이용시설 테러,1100751.202506261,20250626,아시아투데이,범죄>성범죄>음란물,2025,EVENT,20250626,서울시,테러 예고글,438.0
S02360,Q08,산업,질산 누출,4100078.202309091,20230909,뉴스핌,,2023,EVENT,20230909,군산시,질산 불산,218.0
S02361,Q29,비CBRN,공항 폭발물 신고,8100401.20250929,20250929,YTN,범죄>범죄일반>방화,2025,INST,,,,
S02362,Q25,비CBRN,차량 돌진 테러,8100201.202505271,20250527,MBC,사고>교통사고>노상사고,2025,EVENT,20250526,영국 리버풀,차량 돌진,424.0
S02363,Q04,산업,황산 유출 사고,1400351.202404032,20240403,중도일보,사고>산업사고>폭발,2024,EVENT,20240402,단양군 매포읍,재생연료유,302.0
S02364,Q27,비CBRN,테러 예고 글,1100901.20230829,20230829,중앙일보,사고>스포츠사고,2023,IRRELEVANT,,,,
S02365,Q21,비CBRN,폭발물 테러,1100401.20230817,20230817,동아일보,사회>사회갈등>테러행위,2023,EVENT,20230816,전국,폭파 협박 이메일,202.0
S02366,Q14,안보,탄저균 테러,1400401.202311011,20231101,중부매일,,2023,INST,,,,
S02367,Q12,안보,사린가스 공격,1101001.202410301,20241030,한겨레,범죄>범죄일반>살인,2024,IRRELEVANT,,,,
S02368,Q04,산업,황산 유출 사고,8100101.202604102,20260410,KBS,,2026,EVENT,20260410,대구 달성군,황산코발트,591.0
S02369,Q05,산업,화학공장 폭발,1100701.20220212,20220212,세계일보,사고>산업사고>붕괴,2022,EVENT,20220211,여수시,폭발,14.0
S02370,Q07,산업,톨루엔 누출,1200301.202205061,20220506,기호일보,,2022,INST,,,,
S02371,Q20,안보,북한 생화학무기,2100101.202406101,20240610,매일경제,,2024,OTHER,,,,
S02372,Q15,안보,북한 핵실험,1100201.20250611,20250611,국민일보,사회>사회갈등>전쟁,2025,IRRELEVANT,,,,
S02373,Q27,비CBRN,테러 예고 글,1500701.202504031,20250403,부산일보,범죄>범죄일반>폭행,2025,IRRELEVANT,,,,
S02374,Q20,안보,북한 생화학무기,2100101.202212271,20221227,매일경제,,2022,IRRELEVANT,,,,
S02375,Q21,비CBRN,폭발물 테러,1600451.202603121,20260312,남도일보,사고>산업사고>화재,2026,IRRELEVANT,,,,
S02376,Q14,안보,탄저균 테러,1100751.20231101,20231101,아시아투데이,,2023,INST,,,,
S02377,Q15,안보,북한 핵실험,1100501.202208121,20220812,문화일보,,2022,INST,,,,
